customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
10006493,Online Purchase,Jul 2020,1,1290,3,"['PAYMAYA SHOP', 'QR', 'Online Purchase']",3
10006546,P2P - Consumer to Negosyo Sending,Jul 2019,1,24000,2,['P2P - Consumer to Negosyo Sending'],1
10006549,Pay with PayMaya,Nov 2016,1,49,1,"['Pay with PayMaya', 'Online Purchase']",2
10006549,Online Purchase,Nov 2016,1,5339.41,2,"['Pay with PayMaya', 'Online Purchase']",2
10006577,Pay with PayMaya,Sep 2020,1,730,2,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,QR,Sep 2020,1,12867.52,11,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,PAYMAYA SHOP,Sep 2020,1,1490,11,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,Online Purchase,Sep 2020,1,11628.71,25,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,Bills Payment,Sep 2020,1,21194.2,7,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,Instapay Sending,Sep 2020,1,41053.13,8,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006577,POS Purchase,Sep 2020,1,7421.86,1,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'POS Purchase']",7
10006583,Online Purchase,Jan 2016,1,249,1,['Online Purchase'],1
100066,Bills Payment,May 2018,1,17900,9,['Bills Payment'],1
10006603,Online Purchase,Oct 2018,1,2540.71,5,"['Online Purchase', 'PAYMAYA SHOP']",2
10006603,PAYMAYA SHOP,Oct 2018,1,50,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10006661,Online Purchase,Feb 2020,1,149,1,['Online Purchase'],1
10006664,PAYMAYA SHOP,Dec 2019,1,548,5,['PAYMAYA SHOP'],1
10006690,Pay with PayMaya,Jan 2018,1,49,1,['Pay with PayMaya'],1
10006707,Pay with PayMaya,Feb 2018,1,2899,1,"['Pay with PayMaya', 'Bills Payment']",2
10006707,Bills Payment,Feb 2018,1,3300,1,"['Pay with PayMaya', 'Bills Payment']",2
10006788,P2P - Consumer to Negosyo Sending,Dec 2015,1,5000,2,"['P2P - Consumer to Negosyo Sending', 'P2P Sending']",2
10006788,P2P Sending,Dec 2015,1,106,1,"['P2P - Consumer to Negosyo Sending', 'P2P Sending']",2
10006816,Instapay Sending,Mar 2021,1,12430,4,['Instapay Sending'],1
10006828,Pay with PayMaya,Feb 2018,1,1060,1,['Pay with PayMaya'],1
10006845,Pay with PayMaya,Jun 2020,1,432,2,['Pay with PayMaya'],1
10006964,Bills Payment,Oct 2019,1,7752.27,4,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'QR']",4
10006964,P2P - Consumer to Negosyo Sending,Oct 2019,1,3000,4,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'QR']",4
10006964,PAYMAYA SHOP,Oct 2019,1,1120,16,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'QR']",4
10006964,QR,Oct 2019,1,2000,1,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'QR']",4
1000699,P2P Sending,Dec 2020,1,5000,1,"['P2P Sending', 'PAYMAYA SHOP']",2
1000699,PAYMAYA SHOP,Dec 2020,1,455,8,"['P2P Sending', 'PAYMAYA SHOP']",2
10006993,PAYMAYA SHOP,Dec 2019,1,10,1,['PAYMAYA SHOP'],1
10007010,Pay with PayMaya,Nov 2019,0,5537,3,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10007010,PAYMAYA SHOP,Nov 2019,0,60,2,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
1000705,P2P Sending,Mar 2016,1,1000,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000705,Instapay Sending,Mar 2016,1,2670,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000705,PAYMAYA SHOP,Mar 2016,1,20,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000705,Pay with PayMaya,Mar 2016,1,7500,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10007059,Online Purchase,Aug 2020,1,129,1,['Online Purchase'],1
10007096,PAYMAYA SHOP,Mar 2020,1,50,1,['PAYMAYA SHOP'],1
10007157,Online Purchase,Apr 2021,1,195.93,1,"['Online Purchase', 'Instapay Sending']",2
10007157,Instapay Sending,Apr 2021,1,100,1,"['Online Purchase', 'Instapay Sending']",2
10007166,P2P - Consumer to Negosyo Sending,Sep 2020,1,100,1,['P2P - Consumer to Negosyo Sending'],1
10007186,Instapay Sending,Jul 2021,1,180,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10007186,PAYMAYA SHOP,Jul 2021,1,20,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10007186,Online Purchase,Jul 2021,1,0,0,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
1000725,ATM Withdrawal,Nov 2020,1,6686,5,"['ATM Withdrawal', 'Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",5
1000725,Instapay Sending,Nov 2020,1,4780,4,"['ATM Withdrawal', 'Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",5
1000725,QR,Nov 2020,1,300,1,"['ATM Withdrawal', 'Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",5
1000725,PAYMAYA SHOP,Nov 2020,1,450,6,"['ATM Withdrawal', 'Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",5
1000725,P2P Sending,Nov 2020,1,1110,3,"['ATM Withdrawal', 'Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",5
10007254,Pay with PayMaya,Mar 2021,1,1046,4,['Pay with PayMaya'],1
10007266,Online Purchase,May 2020,1,73970.11,39,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment', 'Instapay Sending']",5
10007266,PAYMAYA SHOP,May 2020,1,1000,7,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment', 'Instapay Sending']",5
10007266,Pay with PayMaya,May 2020,1,1196,2,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment', 'Instapay Sending']",5
10007266,Bills Payment,May 2020,1,2387,1,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment', 'Instapay Sending']",5
10007266,Instapay Sending,May 2020,1,7650,3,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment', 'Instapay Sending']",5
10007269,Online Purchase,Dec 2017,1,998,2,['Online Purchase'],1
10007299,P2P - Consumer to Negosyo Sending,Feb 2018,1,11700,5,"['P2P - Consumer to Negosyo Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10007299,Online Purchase,Feb 2018,1,145,1,"['P2P - Consumer to Negosyo Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10007299,PAYMAYA SHOP,Feb 2018,1,2839,53,"['P2P - Consumer to Negosyo Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10007327,Instapay Sending,Feb 2020,1,400,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10007327,PAYMAYA SHOP,Feb 2020,1,20,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10007327,Online Purchase,Feb 2020,1,2463.16,6,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10007368,PAYMAYA SHOP,Oct 2020,1,240,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10007368,Bills Payment,Oct 2020,1,2551.29,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10007371,P2P Sending,Jan 2021,1,100,1,['P2P Sending'],1
10007374,Online Purchase,Jul 2018,1,764.9,5,['Online Purchase'],1
10007420,PAYMAYA SHOP,Aug 2017,1,50,2,['PAYMAYA SHOP'],1
10007434,Online Purchase,Mar 2017,1,14.25,1,"['Online Purchase', 'Instapay Sending']",2
10007434,Instapay Sending,Mar 2017,1,670,2,"['Online Purchase', 'Instapay Sending']",2
10007459,Instapay Sending,Dec 2020,1,2500,1,['Instapay Sending'],1
10007460,Bills Payment,Oct 2020,1,1300,1,['Bills Payment'],1
10007469,Online Purchase,Jan 2017,1,2213.84,11,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10007469,Instapay Sending,Jan 2017,1,1400,5,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10007469,PAYMAYA SHOP,Jan 2017,1,999,1,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10007469,Bills Payment,Jan 2017,1,620,2,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10007475,P2P Sending,Jun 2020,1,6090,4,['P2P Sending'],1
10007477,P2P Sending,Dec 2020,1,500,1,['P2P Sending'],1
10007479,Pay with PayMaya,Feb 2021,0,49,1,['Pay with PayMaya'],1
10007493,Instapay Sending,Nov 2019,1,1000,1,"['Instapay Sending', 'Online Purchase']",2
10007493,Online Purchase,Nov 2019,1,50,1,"['Instapay Sending', 'Online Purchase']",2
10007543,ATM Withdrawal,Mar 2021,1,1130,2,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007543,PAYMAYA SHOP,Mar 2021,1,20,1,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007543,Instapay Sending,Mar 2021,1,950,2,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007555,Pay with PayMaya,Aug 2021,0,916,2,['Pay with PayMaya'],1
10007570,Instapay Sending,May 2020,1,5500,1,"['Instapay Sending', 'Bills Payment']",2
10007570,Bills Payment,May 2020,1,5000,2,"['Instapay Sending', 'Bills Payment']",2
10007575,PAYMAYA SHOP,Jul 2020,1,518,5,"['PAYMAYA SHOP', 'Bills Payment', 'P2P Sending']",3
10007575,Bills Payment,Jul 2020,1,4009.6,5,"['PAYMAYA SHOP', 'Bills Payment', 'P2P Sending']",3
10007575,P2P Sending,Jul 2020,1,2400,3,"['PAYMAYA SHOP', 'Bills Payment', 'P2P Sending']",3
10007633,PAYMAYA SHOP,Jul 2020,1,5922,96,"['PAYMAYA SHOP', 'QR', 'Bills Payment']",3
10007633,QR,Jul 2020,1,1401.75,1,"['PAYMAYA SHOP', 'QR', 'Bills Payment']",3
10007633,Bills Payment,Jul 2020,1,1942,2,"['PAYMAYA SHOP', 'QR', 'Bills Payment']",3
10007697,P2P Sending,Mar 2018,1,90000,9,"['P2P Sending', 'Instapay Sending']",2
10007697,Instapay Sending,Mar 2018,1,10022.72,1,"['P2P Sending', 'Instapay Sending']",2
1000770,Instapay Sending,Jan 2021,1,3700,4,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",5
1000770,P2P Sending,Jan 2021,1,1405,1,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",5
1000770,PAYMAYA SHOP,Jan 2021,1,900,20,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",5
1000770,Bills Payment,Jan 2021,1,775,5,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",5
1000770,Pay with PayMaya,Jan 2021,1,18925.2,82,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",5
10007703,Bills Payment,Dec 2018,1,2944.8,1,"['Bills Payment', 'Instapay Sending']",2
10007703,Instapay Sending,Dec 2018,1,10520,1,"['Bills Payment', 'Instapay Sending']",2
10007734,Pay with PayMaya,Nov 2019,1,900,3,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007734,PAYMAYA SHOP,Nov 2019,1,0,0,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007734,Instapay Sending,Nov 2019,1,51085,11,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Instapay Sending']",3
10007738,Instapay Sending,May 2020,1,9600,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10007738,Bills Payment,May 2020,1,515,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10007738,PAYMAYA SHOP,May 2020,1,199,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10007742,Bills Payment,Apr 2019,1,2048,4,"['Bills Payment', 'PAYMAYA SHOP']",2
10007742,PAYMAYA SHOP,Apr 2019,1,100,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10007760,PAYMAYA SHOP,Mar 2021,1,2993,65,"['PAYMAYA SHOP', 'P2P Sending']",2
10007760,P2P Sending,Mar 2021,1,350,2,"['PAYMAYA SHOP', 'P2P Sending']",2
10007802,P2P - Consumer to Negosyo Sending,May 2020,1,5000,3,['P2P - Consumer to Negosyo Sending'],1
10007814,Pay with PayMaya,Aug 2021,1,1816,2,['Pay with PayMaya'],1
10007844,PAYMAYA SHOP,Jan 2018,1,259,3,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10007844,Pay with PayMaya,Jan 2018,1,3534.15,7,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10007844,Online Purchase,Jan 2018,1,3237.5,16,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10007855,Instapay Sending,Feb 2020,1,21910,6,['Instapay Sending'],1
10007898,Online Purchase,Apr 2021,1,938.16,15,"['Online Purchase', 'PAYMAYA SHOP']",2
10007898,PAYMAYA SHOP,Apr 2021,1,70,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10007901,PAYMAYA SHOP,Nov 2020,0,80,2,['PAYMAYA SHOP'],1
10007910,Instapay Sending,Aug 2020,1,10,1,['Instapay Sending'],1
10007952,PAYMAYA SHOP,Oct 2019,1,50,1,['PAYMAYA SHOP'],1
1000796,PAYMAYA SHOP,Feb 2020,0,30,2,['PAYMAYA SHOP'],1
10007967,Pay with PayMaya,Aug 2017,1,49,1,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",5
10007967,Online Purchase,Aug 2017,1,792,4,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",5
10007967,PAYMAYA SHOP,Aug 2017,1,140,6,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",5
10007967,Instapay Sending,Aug 2017,1,300,1,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",5
10007967,Bills Payment,Aug 2017,1,12533.05,5,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",5
10007971,Instapay Sending,Dec 2015,1,40000,1,['Instapay Sending'],1
10007985,P2P Sending,May 2020,1,60.28,1,['P2P Sending'],1
10007989,Online Purchase,Sep 2018,1,232,8,['Online Purchase'],1
10008007,P2P Sending,Mar 2021,1,90470,11,"['P2P Sending', 'PAYMAYA SHOP']",2
10008007,PAYMAYA SHOP,Mar 2021,1,80,4,"['P2P Sending', 'PAYMAYA SHOP']",2
10008011,Online Purchase,Feb 2019,1,597.17,1,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10008011,PAYMAYA SHOP,Feb 2019,1,115,2,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10008011,Instapay Sending,Feb 2019,1,1740,4,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10008016,PAYMAYA SHOP,Apr 2019,1,440,22,"['PAYMAYA SHOP', 'Bills Payment']",2
10008016,Bills Payment,Apr 2019,1,281.12,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10008032,PAYMAYA SHOP,Mar 2018,1,99,1,['PAYMAYA SHOP'],1
10008033,QR,Jul 2020,1,554.58,1,['QR'],1
1000812,Online Purchase,Aug 2018,0,5000,1,['Online Purchase'],1
10008127,Pay with PayMaya,Aug 2020,1,369,1,['Pay with PayMaya'],1
10008144,Online Purchase,Aug 2020,1,6000,1,['Online Purchase'],1
1000815,PAYMAYA SHOP,Apr 2020,1,100,5,['PAYMAYA SHOP'],1
10008283,Instapay Sending,May 2020,1,300,1,['Instapay Sending'],1
1000832,Instapay Sending,Feb 2020,1,950,3,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'Online Purchase']",4
1000832,Bills Payment,Feb 2020,1,1637,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'Online Purchase']",4
1000832,PAYMAYA SHOP,Feb 2020,1,6635,111,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'Online Purchase']",4
1000832,Online Purchase,Feb 2020,1,626.23,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'Online Purchase']",4
10008356,P2P Sending,Dec 2018,1,91164,10,['P2P Sending'],1
10008363,P2P - Consumer to Negosyo Sending,Dec 2020,1,477,1,['P2P - Consumer to Negosyo Sending'],1
10008392,PAYMAYA SHOP,Jan 2017,1,315,3,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10008392,Pay with PayMaya,Jan 2017,1,3535,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10008392,Online Purchase,Jan 2017,1,194,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10008411,PAYMAYA SHOP,Mar 2021,1,200,5,"['PAYMAYA SHOP', 'Bills Payment']",2
10008411,Bills Payment,Mar 2021,1,1825,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10008412,Online Purchase,Aug 2019,1,334.63,2,['Online Purchase'],1
10008432,Online Purchase,Nov 2019,1,16,1,"['Online Purchase', 'P2P Sending']",2
10008432,P2P Sending,Nov 2019,1,90173,10,"['Online Purchase', 'P2P Sending']",2
1000844,PAYMAYA SHOP,Sep 2020,1,140,1,['PAYMAYA SHOP'],1
10008470,PAYMAYA SHOP,Apr 2021,1,50,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10008470,Instapay Sending,Apr 2021,1,1000,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10008505,Bills Payment,Apr 2020,1,3508.63,2,"['Bills Payment', 'PAYMAYA SHOP']",2
10008505,PAYMAYA SHOP,Apr 2020,1,1683,17,"['Bills Payment', 'PAYMAYA SHOP']",2
10008515,P2P Sending,May 2020,1,400,1,['P2P Sending'],1
10008520,PAYMAYA SHOP,Oct 2019,1,100,2,"['PAYMAYA SHOP', 'Online Purchase']",2
10008520,Online Purchase,Oct 2019,1,1548,2,"['PAYMAYA SHOP', 'Online Purchase']",2
10008530,PAYMAYA SHOP,Apr 2020,1,99,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10008530,Instapay Sending,Apr 2020,1,8800,5,"['PAYMAYA SHOP', 'Instapay Sending']",2
10008533,PAYMAYA SHOP,May 2020,1,1210,3,['PAYMAYA SHOP'],1
10008543,Online Purchase,May 2018,1,1500,1,['Online Purchase'],1
1000855,QR,Dec 2020,1,312,3,['QR'],1
10008565,P2P Sending,Mar 2021,1,50000,10,['P2P Sending'],1
10008598,Online Purchase,Aug 2018,1,1147,3,"['Online Purchase', 'P2P Sending']",2
10008598,P2P Sending,Aug 2018,1,525,2,"['Online Purchase', 'P2P Sending']",2
1000862,QR,Jan 2020,1,990,5,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
1000862,Instapay Sending,Jan 2020,1,10000,1,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
1000862,PAYMAYA SHOP,Jan 2020,1,1096,6,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
1000862,Bills Payment,Jan 2020,1,5442.04,5,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10008651,Pay with PayMaya,Aug 2018,1,47.5,1,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10008651,QR,Aug 2018,1,320,3,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10008651,PAYMAYA SHOP,Aug 2018,1,210,2,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10008669,PAYMAYA SHOP,Aug 2021,0,5000,1,['PAYMAYA SHOP'],1
10008670,Pay with PayMaya,Jun 2018,1,3329.23,1,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'P2P Sending']",4
10008670,Online Purchase,Jun 2018,1,678,2,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'P2P Sending']",4
10008670,PAYMAYA SHOP,Jun 2018,1,565,10,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'P2P Sending']",4
10008670,P2P Sending,Jun 2018,1,100,1,"['Pay with PayMaya', 'Online Purchase', 'PAYMAYA SHOP', 'P2P Sending']",4
100087,Bills Payment,Oct 2019,1,2107,1,"['Bills Payment', 'Instapay Sending']",2
100087,Instapay Sending,Oct 2019,1,300,1,"['Bills Payment', 'Instapay Sending']",2
10008713,ATM Withdrawal,Nov 2018,1,5018,1,"['ATM Withdrawal', 'PAYMAYA SHOP']",2
10008713,PAYMAYA SHOP,Nov 2018,1,10,1,"['ATM Withdrawal', 'PAYMAYA SHOP']",2
10008724,Online Purchase,Apr 2021,1,149,1,['Online Purchase'],1
10008725,PAYMAYA SHOP,Jan 2021,1,80,2,"['PAYMAYA SHOP', 'P2P Sending']",2
10008725,P2P Sending,Jan 2021,1,100,1,"['PAYMAYA SHOP', 'P2P Sending']",2
10008752,Instapay Sending,Aug 2021,1,40,1,['Instapay Sending'],1
10008765,Instapay Sending,Sep 2020,1,450,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10008765,PAYMAYA SHOP,Sep 2020,1,320,7,"['Instapay Sending', 'PAYMAYA SHOP']",2
10008779,PAYMAYA SHOP,Aug 2021,0,165,4,"['PAYMAYA SHOP', 'Pay with PayMaya', 'ATM Withdrawal']",3
10008779,Pay with PayMaya,Aug 2021,0,47.5,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'ATM Withdrawal']",3
10008779,ATM Withdrawal,Aug 2021,0,8,4,"['PAYMAYA SHOP', 'Pay with PayMaya', 'ATM Withdrawal']",3
10008786,Instapay Sending,Feb 2020,1,9085,3,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,PAYMAYA SHOP,Feb 2020,1,2756,11,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,QR,Feb 2020,1,572.75,2,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,Online Purchase,Feb 2020,1,3472.52,28,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,ATM Withdrawal,Feb 2020,1,8048,3,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,POS Purchase,Feb 2020,1,3857.5,3,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
10008786,Bills Payment,Feb 2020,1,7023,3,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Online Purchase', 'ATM Withdrawal', 'POS Purchase', 'Bills Payment']",7
1000880,Bills Payment,Jun 2020,1,1499,1,['Bills Payment'],1
10008874,Online Purchase,Apr 2018,0,2466.71,2,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
10008874,Bills Payment,Apr 2018,0,10067,5,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
10008874,PAYMAYA SHOP,Apr 2018,0,160,4,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
1000889,Pay with PayMaya,Aug 2021,0,458,1,['Pay with PayMaya'],1
10008895,PAYMAYA SHOP,Dec 2019,1,0,0,['PAYMAYA SHOP'],1
10008923,Instapay Sending,Oct 2019,1,30000,2,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10008923,PAYMAYA SHOP,Oct 2019,1,199,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10008923,Pay with PayMaya,Oct 2019,1,1031.08,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10008929,PAYMAYA SHOP,Feb 2018,1,560,11,"['PAYMAYA SHOP', 'QR', 'Instapay Sending']",3
10008929,QR,Feb 2018,1,520,2,"['PAYMAYA SHOP', 'QR', 'Instapay Sending']",3
10008929,Instapay Sending,Feb 2018,1,4850,2,"['PAYMAYA SHOP', 'QR', 'Instapay Sending']",3
1000893,Online Purchase,Feb 2017,1,962,4,"['Online Purchase', 'Pay with PayMaya']",2
1000893,Pay with PayMaya,Feb 2017,1,908,1,"['Online Purchase', 'Pay with PayMaya']",2
10008930,Pay with PayMaya,Jul 2021,0,458,1,['Pay with PayMaya'],1
10008975,PAYMAYA SHOP,Jul 2021,0,840,4,['PAYMAYA SHOP'],1
10008997,PAYMAYA SHOP,Jan 2020,1,2900,3,['PAYMAYA SHOP'],1
10009010,PAYMAYA SHOP,Aug 2020,1,20,1,['PAYMAYA SHOP'],1
10009012,P2P Sending,Jan 2021,1,900,1,"['P2P Sending', 'PAYMAYA SHOP']",2
10009012,PAYMAYA SHOP,Jan 2021,1,760,22,"['P2P Sending', 'PAYMAYA SHOP']",2
1000902,Online Purchase,Mar 2021,1,1400,2,['Online Purchase'],1
10009020,PAYMAYA SHOP,Sep 2020,1,300,1,['PAYMAYA SHOP'],1
1000905,P2P Sending,Mar 2021,1,1379,3,['P2P Sending'],1
10009082,P2P Sending,Feb 2021,1,99,1,"['P2P Sending', 'Instapay Sending']",2
10009082,Instapay Sending,Feb 2021,1,26590,2,"['P2P Sending', 'Instapay Sending']",2
10009104,P2P Sending,Oct 2019,1,18700,1,"['P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",3
10009104,Instapay Sending,Oct 2019,1,54800,3,"['P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",3
10009104,ATM Withdrawal,Oct 2019,1,26412,8,"['P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",3
