customer_number,use_case,registration_month,kyc_status,spend_volume,spend_transaction_count
10017597,PAYMAYA SHOP,7/1/19 0:00,1,20.0,1
10017597,Pay with PayMaya,7/1/19 0:00,1,48.0,1
10017606,P2P Sending,4/1/20 0:00,1,4000.0,4
10017606,Online Purchase,4/1/20 0:00,1,149.0,1
10017614,POS Purchase,5/1/21 0:00,1,2320.85,4
10017614,Online Purchase,5/1/21 0:00,1,1781.0,6
10017614,ATM Withdrawal,5/1/21 0:00,1,1018.0,1
10017614,PAYMAYA SHOP,5/1/21 0:00,1,70.0,3
10017614,Instapay Sending,5/1/21 0:00,1,6882.0,12
10017665,PAYMAYA SHOP,9/1/20 0:00,1,650.0,7
10017735,Instapay Sending,8/1/20 0:00,1,270.0,1
10017735,PAYMAYA SHOP,8/1/20 0:00,1,2125.0,32
10017738,PAYMAYA SHOP,1/1/20 0:00,1,50.0,1
10017738,Bills Payment,1/1/20 0:00,1,600.0,1
10017748,Online Purchase,11/1/17 0:00,1,549.0,1
10017748,Pay with PayMaya,11/1/17 0:00,1,638.0,1
1001778,Bills Payment,2/1/20 0:00,1,1320.0,2
10017859,PAYMAYA SHOP,1/1/18 0:00,1,200.0,1
10017879,PAYMAYA SHOP,9/1/20 0:00,0,114.0,2
10017900,PAYMAYA SHOP,2/1/21 0:00,0,695.0,10
10017910,Online Purchase,9/1/16 0:00,1,4749.0,6
10017910,Bills Payment,9/1/16 0:00,1,3000.0,1
10017910,PAYMAYA SHOP,9/1/16 0:00,1,129.0,2
10017916,Pay with PayMaya,8/1/20 0:00,0,4485.0,1
10017931,ATM Withdrawal,11/1/20 0:00,1,34501.0,9
10017965,QR,12/1/20 0:00,1,2171.5,3
10017965,PAYMAYA SHOP,12/1/20 0:00,1,4540.0,89
10017965,Bills Payment,12/1/20 0:00,1,8550.05,6
10017965,Instapay Sending,12/1/20 0:00,1,1000.0,1
10018000,P2P Sending,8/1/21 0:00,1,380.0,1
10018002,Instapay Sending,7/1/21 0:00,1,1000.0,1
10018034,Instapay Sending,5/1/21 0:00,1,80.0,1
10018037,PAYMAYA SHOP,7/1/17 0:00,1,1025.0,19
10018040,Pay with PayMaya,6/1/18 0:00,1,383.57,2
10018040,Online Purchase,6/1/18 0:00,1,549.0,1
1001805,P2P Sending,2/1/21 0:00,1,700.0,1
10018055,Bills Payment,4/1/20 0:00,0,1290.9,1
1001807,Online Purchase,3/1/18 0:00,1,16514.3,4
1001807,Instapay Sending,3/1/18 0:00,1,1000.0,1
10018080,Pay with PayMaya,11/1/16 0:00,1,3500.0,1
10018090,Pay with PayMaya,11/1/19 0:00,1,48547.32,7
10018090,Online Purchase,11/1/19 0:00,1,71969.46,12
10018090,ATM Withdrawal,11/1/19 0:00,1,13054.0,3
10018090,PAYMAYA SHOP,11/1/19 0:00,1,50.0,1
10018090,POS Purchase,11/1/19 0:00,1,10625.0,2
10018094,PAYMAYA SHOP,5/1/20 0:00,1,298.0,3
10018107,P2P Sending,7/1/20 0:00,1,10000.0,1
10018107,Instapay Sending,7/1/20 0:00,1,10300.0,3
10018137,PAYMAYA SHOP,12/1/20 0:00,0,2600.0,36
10018162,Bills Payment,1/1/20 0:00,1,292.0,1
10018163,ATM Withdrawal,5/1/19 0:00,1,4036.0,2
10018200,Instapay Sending,5/1/21 0:00,1,300.0,1
10018200,PAYMAYA SHOP,5/1/21 0:00,1,1396.0,6
10018210,Instapay Sending,3/1/19 0:00,1,680.0,2
10018210,P2P Sending,3/1/19 0:00,1,90000.0,9
10018229,Instapay Sending,12/1/19 0:00,1,6264.0,8
10018266,Bills Payment,3/1/19 0:00,1,1307.29,1
10018267,P2P - Consumer to Negosyo Sending,12/1/20 0:00,1,3688.0,1
10018267,PAYMAYA SHOP,12/1/20 0:00,1,299.0,3
10018277,Online Purchase,11/1/19 0:00,1,490.18,1
10018277,Bills Payment,11/1/19 0:00,1,9217.92,8
10018277,Pay with PayMaya,11/1/19 0:00,1,49.0,1
10018277,Instapay Sending,11/1/19 0:00,1,11810.0,5
10018281,Instapay Sending,3/1/21 0:00,1,65.0,1
10018293,QR,1/1/18 0:00,1,149.0,1
10018293,PAYMAYA SHOP,1/1/18 0:00,1,100.0,1
1001830,Online Purchase,6/1/19 0:00,1,979.0,7
1001830,PAYMAYA SHOP,6/1/19 0:00,1,220.0,1
1001830,P2P Sending,6/1/19 0:00,1,500.0,1
1001830,Instapay Sending,6/1/19 0:00,1,60.0,1
1001830,Bills Payment,6/1/19 0:00,1,7123.55,4
10018310,PAYMAYA SHOP,5/1/21 0:00,0,2601.0,66
10018318,Instapay Sending,5/1/19 0:00,1,1090.0,2
10018318,PAYMAYA SHOP,5/1/19 0:00,1,500.0,3
10018318,P2P Sending,5/1/19 0:00,1,410.0,2
10018318,Bills Payment,5/1/19 0:00,1,21916.19,11
10018329,Online Purchase,4/1/21 0:00,1,0.0,0
10018329,PAYMAYA SHOP,4/1/21 0:00,1,50.0,1
10018348,Bills Payment,8/1/21 0:00,0,950.0,1
10018387,PAYMAYA SHOP,5/1/20 0:00,1,50.0,1
10018387,Pay with PayMaya,5/1/20 0:00,1,840.0,2
10018418,PAYMAYA SHOP,5/1/21 0:00,1,539.0,6
10018439,PAYMAYA SHOP,3/1/21 0:00,1,940.0,11
10018439,P2P Sending,3/1/21 0:00,1,27099.0,69
10018439,Instapay Sending,3/1/21 0:00,1,12630.0,18
10018442,Pay with PayMaya,8/1/21 0:00,0,458.0,1
10018444,Instapay Sending,8/1/20 0:00,1,990.0,1
10018451,Bills Payment,5/1/21 0:00,0,46867.39,5
10018461,Instapay Sending,12/1/20 0:00,1,530.0,7
10018461,P2P Sending,12/1/20 0:00,1,4654.0,37
10018506,ATM Withdrawal,2/1/20 0:00,1,19272.0,4
10018506,PAYMAYA SHOP,2/1/20 0:00,1,370.0,5
10018506,Online Purchase,2/1/20 0:00,1,194.0,1
10018506,Instapay Sending,2/1/20 0:00,1,1860.0,5
10018506,P2P Sending,2/1/20 0:00,1,5325.0,7
10018517,Online Purchase,5/1/18 0:00,0,5856.22,17
10018517,PAYMAYA SHOP,5/1/18 0:00,0,220.0,4
10018517,Pay with PayMaya,5/1/18 0:00,0,2012.0,7
10018522,Instapay Sending,1/1/19 0:00,1,10500.0,3
10018536,Bills Payment,8/1/18 0:00,1,82200.0,5
10018536,QR,8/1/18 0:00,1,218.0,1
10018536,Instapay Sending,8/1/18 0:00,1,8032.0,5
10018613,PAYMAYA SHOP,1/1/19 0:00,1,115.0,2
10018622,PAYMAYA SHOP,8/1/21 0:00,0,390.0,11
10018695,Pay with PayMaya,11/1/18 0:00,0,50.0,1
10018701,Instapay Sending,7/1/16 0:00,1,300.0,1
10018701,PAYMAYA SHOP,7/1/16 0:00,1,100.0,2
10018729,PAYMAYA SHOP,7/1/19 0:00,1,135.0,4
10018766,Pay with PayMaya,10/1/19 0:00,1,3269.0,9
10018766,PAYMAYA SHOP,10/1/19 0:00,1,194.0,5
10018771,Online Purchase,4/1/18 0:00,1,8386.5,1
10018793,PAYMAYA SHOP,12/1/19 0:00,0,769.0,8
10018796,P2P Sending,3/1/21 0:00,1,95100.0,11
10018828,P2P Sending,9/1/20 0:00,1,550.0,1
10018837,Bills Payment,11/1/19 0:00,1,3340.0,3
10018844,Pay with PayMaya,2/1/18 0:00,0,395.0,2
10018860,PAYMAYA SHOP,3/1/18 0:00,1,10.0,1
10018879,Instapay Sending,1/1/21 0:00,1,1700.0,4
10018901,Instapay Sending,9/1/20 0:00,1,2610.0,3
10018901,QR,9/1/20 0:00,1,154.5,2
10018901,Bills Payment,9/1/20 0:00,1,10877.78,4
10018902,Online Purchase,6/1/17 0:00,1,11576.42,13
10018902,Pay with PayMaya,6/1/17 0:00,1,4147.0,6
10018902,P2P Sending,6/1/17 0:00,1,280.0,2
10018902,Bills Payment,6/1/17 0:00,1,9298.9,3
10018902,QR,6/1/17 0:00,1,149.0,1
10018902,ATM Withdrawal,6/1/17 0:00,1,3618.0,1
10018929,Pay with PayMaya,8/1/19 0:00,1,4322.0,11
10018929,Instapay Sending,8/1/19 0:00,1,60093.93,20
10018929,Bills Payment,8/1/19 0:00,1,9300.0,60
10018929,PAYMAYA SHOP,8/1/19 0:00,1,40.0,2
10018941,QR,12/1/19 0:00,1,499.0,1
10018941,PAYMAYA SHOP,12/1/19 0:00,1,90.0,3
10018941,Instapay Sending,12/1/19 0:00,1,28030.0,12
10018946,PAYMAYA SHOP,7/1/21 0:00,1,330.0,8
10018956,Instapay Sending,6/1/20 0:00,1,900.0,1
10018956,Bills Payment,6/1/20 0:00,1,3222.84,1
10018956,PAYMAYA SHOP,6/1/20 0:00,1,149.0,2
10018957,P2P Sending,9/1/20 0:00,1,463.0,1
10018957,Online Purchase,9/1/20 0:00,1,416.0,1
10018957,Bills Payment,9/1/20 0:00,1,775.0,1
1001904,PAYMAYA SHOP,6/1/20 0:00,1,200.0,4
10019040,PAYMAYA SHOP,9/1/20 0:00,1,60.0,2
10019040,Instapay Sending,9/1/20 0:00,1,1800.0,1
10019040,P2P Sending,9/1/20 0:00,1,1000.0,1
10019076,PAYMAYA SHOP,11/1/20 0:00,1,50.0,1
1001913,PAYMAYA SHOP,9/1/17 0:00,1,200.0,1
10019140,Instapay Sending,5/1/21 0:00,1,400.0,1
10019140,P2P Sending,5/1/21 0:00,1,1500.0,2
10019140,PAYMAYA SHOP,5/1/21 0:00,1,2884.0,36
10019179,PAYMAYA SHOP,7/1/21 0:00,0,30.0,1
10019224,Pay with PayMaya,8/1/20 0:00,1,50.0,1
10019224,ATM Withdrawal,8/1/20 0:00,1,2814.0,2
10019225,P2P Sending,6/1/21 0:00,1,91.0,1
10019247,Instapay Sending,9/1/19 0:00,1,445.0,1
10019247,P2P Sending,9/1/19 0:00,1,7500.0,3
1001926,P2P Sending,11/1/19 0:00,1,500.0,1
1001926,Bills Payment,11/1/19 0:00,1,3600.0,2
1001926,Instapay Sending,11/1/19 0:00,1,200.0,1
1001926,PAYMAYA SHOP,11/1/19 0:00,1,797.0,9
1001926,P2P - Consumer to Negosyo Sending,11/1/19 0:00,1,500.0,1
10019302,Online Purchase,9/1/20 0:00,1,480.0,2
10019308,PAYMAYA SHOP,4/1/21 0:00,1,85.0,6
10019308,Bills Payment,4/1/21 0:00,1,53953.33,17
10019308,Instapay Sending,4/1/21 0:00,1,2618.85,10
10019400,PAYMAYA SHOP,6/1/19 0:00,1,30.0,1
10019400,Pay with PayMaya,6/1/19 0:00,1,15.0,1
10019416,Online Purchase,2/1/18 0:00,1,549.0,1
10019485,PAYMAYA SHOP,5/1/20 0:00,1,400.0,3
10019485,Online Purchase,5/1/20 0:00,1,1056.0,6
10019485,P2P Sending,5/1/20 0:00,1,30377.0,7
10019485,Instapay Sending,5/1/20 0:00,1,22010.0,7
10019485,ATM Withdrawal,5/1/20 0:00,1,15032.0,2
10019508,Online Purchase,3/1/18 0:00,1,194.0,1
10019508,Instapay Sending,3/1/18 0:00,1,300.0,1
1001951,PAYMAYA SHOP,2/1/21 0:00,1,50.0,1
1001951,Pay with PayMaya,2/1/21 0:00,1,2198.0,2
1001951,P2P Sending,2/1/21 0:00,1,1.0,1
1001951,Instapay Sending,2/1/21 0:00,1,3000.0,5
10019632,Bills Payment,9/1/20 0:00,1,50374.5,5
10019632,Instapay Sending,9/1/20 0:00,1,4260.0,2
10019632,P2P Sending,9/1/20 0:00,1,30101.28,10
10019652,P2P Sending,5/1/20 0:00,1,150.0,1
10019704,Bills Payment,6/1/21 0:00,1,280.0,1
10019726,PAYMAYA SHOP,4/1/20 0:00,1,20.0,1
10019753,Instapay Sending,12/1/19 0:00,1,4380.0,4
10019753,PAYMAYA SHOP,12/1/19 0:00,1,1067.0,6
10019753,Bills Payment,12/1/19 0:00,1,8042.83,5
1001976,P2P Sending,9/1/16 0:00,1,96020.0,18
10019763,Instapay Sending,2/1/21 0:00,1,1200.0,1
10019763,P2P - Consumer to Negosyo Sending,2/1/21 0:00,1,14195.0,3
10019785,P2P - Consumer to Negosyo Sending,5/1/21 0:00,1,450.0,1
10019798,PAYMAYA SHOP,3/1/18 0:00,1,970.0,12
10019798,P2P Sending,3/1/18 0:00,1,20.0,1
10019832,P2P Sending,1/1/20 0:00,1,300.0,2
10019839,P2P Sending,7/1/20 0:00,1,10500.0,5
10019847,Instapay Sending,7/1/20 0:00,1,8900.0,3
10019847,PAYMAYA SHOP,7/1/20 0:00,1,100.0,2
10019951,Pay with PayMaya,5/1/21 0:00,1,1213.0,2
1001996,ATM Withdrawal,11/1/20 0:00,1,30047.0,10
1001996,PAYMAYA SHOP,11/1/20 0:00,1,500.0,11
10019984,PAYMAYA SHOP,8/1/21 0:00,0,460.0,5
10019984,Pay with PayMaya,8/1/21 0:00,0,158.88,1
10019997,PAYMAYA SHOP,5/1/20 0:00,0,20.0,2
10020,PAYMAYA SHOP,9/1/19 0:00,1,230.0,4
10020,P2P Sending,9/1/19 0:00,1,472.0,2
10020,Instapay Sending,9/1/19 0:00,1,200.0,1
10020014,PAYMAYA SHOP,8/1/19 0:00,0,110.0,4
10020053,PAYMAYA SHOP,9/1/18 0:00,1,10.0,1
10020053,Pay with PayMaya,9/1/18 0:00,1,1206.5,9
1002009,Instapay Sending,3/1/18 0:00,1,2120.0,3
1002009,P2P Sending,3/1/18 0:00,1,90000.0,9
10020110,P2P Sending,5/1/20 0:00,1,500.0,1
10020112,Online Purchase,6/1/19 0:00,1,7269.0,50
10020112,QR,6/1/19 0:00,1,149.0,1
1002025,Instapay Sending,1/1/19 0:00,1,500.0,1
1002025,Online Purchase,1/1/19 0:00,1,549.0,1
1002025,PAYMAYA SHOP,1/1/19 0:00,1,50.0,1
1002025,Bills Payment,1/1/19 0:00,1,6000.0,1
10020256,Bills Payment,12/1/17 0:00,1,4904.0,2
10020260,PAYMAYA SHOP,10/1/20 0:00,1,1625.0,12
10020286,Online Purchase,7/1/19 0:00,1,547.0,3
10020286,PAYMAYA SHOP,7/1/19 0:00,1,245.0,4
10020312,QR,11/1/20 0:00,1,40.0,2
10020325,Instapay Sending,12/1/19 0:00,1,1000.0,2
10020325,PAYMAYA SHOP,12/1/19 0:00,1,100.0,1
10020341,Pay with PayMaya,12/1/18 0:00,1,458.0,1
10020341,PAYMAYA SHOP,12/1/18 0:00,1,819.0,3
10020365,P2P Sending,7/1/21 0:00,1,13725.0,1
10020365,Bills Payment,7/1/21 0:00,1,4013.0,2
10020365,PAYMAYA SHOP,7/1/21 0:00,1,999.0,10
10020365,Pay with PayMaya,7/1/21 0:00,1,760.0,2
10020368,ATM Withdrawal,8/1/20 0:00,1,7019.0,3
10020368,P2P - Consumer to Negosyo Sending,8/1/20 0:00,1,1500.0,1
10020410,P2P Sending,8/1/21 0:00,1,500.0,1
10020410,Instapay Sending,8/1/21 0:00,1,1550.0,4
10020418,Instapay Sending,2/1/19 0:00,1,400.0,2
10020418,Online Purchase,2/1/19 0:00,1,7788.0,6
10020418,ATM Withdrawal,2/1/19 0:00,1,1534.0,2
10020418,P2P Sending,2/1/19 0:00,1,180.0,1
10020418,PAYMAYA SHOP,2/1/19 0:00,1,140.0,4
10020429,Pay with PayMaya,3/1/20 0:00,1,3081.0,1
10020429,Bills Payment,3/1/20 0:00,1,2519.98,1
10020433,PAYMAYA SHOP,11/1/18 0:00,1,10.0,1
1002045,P2P Sending,3/1/18 0:00,1,7775.0,1
1002045,PAYMAYA SHOP,3/1/18 0:00,1,160.0,5
10020468,PAYMAYA SHOP,3/1/18 0:00,1,125.0,6
1002049,Online Purchase,6/1/18 0:00,1,13231.08,46
1002049,QR,6/1/18 0:00,1,149.0,1
1002049,Bills Payment,6/1/18 0:00,1,3150.0,1
1002049,PAYMAYA SHOP,6/1/18 0:00,1,50.0,1
10020505,PAYMAYA SHOP,7/1/21 0:00,0,100.0,8
10020511,PAYMAYA SHOP,7/1/21 0:00,0,50.0,1
10020511,QR,7/1/21 0:00,0,6400.0,2
10020542,Online Purchase,2/1/17 0:00,1,1600.0,1
10020551,Pay with PayMaya,12/1/19 0:00,1,29.0,1
10020551,Instapay Sending,12/1/19 0:00,1,1150.0,3
10020551,Online Purchase,12/1/19 0:00,1,747.0,1
10020551,Bills Payment,12/1/19 0:00,1,13807.0,1
1002058,PAYMAYA SHOP,5/1/21 0:00,1,370.0,3
1002064,Bills Payment,7/1/17 0:00,1,743.0,1
10020647,PAYMAYA SHOP,5/1/21 0:00,1,1320.0,28
10020647,Instapay Sending,5/1/21 0:00,1,0.0,0
10020667,P2P Sending,8/1/18 0:00,1,310.0,1
10020679,Instapay Sending,3/1/18 0:00,1,130.0,1
10020679,Bills Payment,3/1/18 0:00,1,1738.39,1
10020706,P2P Sending,3/1/18 0:00,1,2000.0,1
10020718,ATM Withdrawal,11/1/19 0:00,1,4116.0,1
10020718,Bills Payment,11/1/19 0:00,1,1605.0,1
10020718,Instapay Sending,11/1/19 0:00,1,250.0,2
10020718,P2P Sending,11/1/19 0:00,1,6000.0,2
10020718,PAYMAYA SHOP,11/1/19 0:00,1,508.0,3
1002075,ATM Withdrawal,5/1/20 0:00,1,6030.0,2
1002075,P2P Sending,5/1/20 0:00,1,7000.0,1
1002076,Instapay Sending,2/1/21 0:00,1,500.0,1
1002076,Pay with PayMaya,2/1/21 0:00,1,316.0,2
10020823,Bills Payment,2/1/21 0:00,1,1507.0,3
10020831,Online Purchase,6/1/18 0:00,1,135.0,1
10020838,Online Purchase,5/1/18 0:00,1,950.0,1
10020838,P2P Sending,5/1/18 0:00,1,100.0,1
1002084,Instapay Sending,12/1/16 0:00,1,3000.0,1
1002084,Online Purchase,12/1/16 0:00,1,9946.41,12
10020879,PAYMAYA SHOP,5/1/19 0:00,1,40.0,3
10020890,Bills Payment,12/1/15 0:00,0,1800.0,1
10020890,Online Purchase,12/1/15 0:00,0,1010.25,2
10020913,P2P Sending,7/1/21 0:00,1,1415.0,1
1002092,Bills Payment,8/1/20 0:00,1,5310.81,2
1002092,PAYMAYA SHOP,8/1/20 0:00,1,1198.0,2
1002093,Bills Payment,6/1/20 0:00,0,14289.77,6
10020939,PAYMAYA SHOP,11/1/20 0:00,1,295.0,14
10020939,P2P - Consumer to Negosyo Sending,11/1/20 0:00,1,7000.0,11
10020964,PAYMAYA SHOP,12/1/18 0:00,1,979.0,12
10020964,Bills Payment,12/1/18 0:00,1,7500.0,1
10020982,PAYMAYA SHOP,3/1/21 0:00,1,1099.0,3
10021041,Bills Payment,2/1/20 0:00,1,210.03,1
10021052,Pay with PayMaya,5/1/20 0:00,1,99.0,1
10021134,Pay with PayMaya,3/1/20 0:00,1,158.88,1
10021134,Bills Payment,3/1/20 0:00,1,20000.0,1
10021134,Instapay Sending,3/1/20 0:00,1,279800.0,6
10021141,Bills Payment,3/1/18 0:00,1,5592.36,4
10021189,QR,5/1/20 0:00,1,252.0,1
1002119,Pay with PayMaya,9/1/19 0:00,1,790.0,5
1002120,Instapay Sending,6/1/20 0:00,1,40.0,1
10021215,P2P Sending,11/1/19 0:00,1,25050.0,6
10021278,PAYMAYA SHOP,9/1/17 0:00,1,170.0,3
10021278,Pay with PayMaya,9/1/17 0:00,1,299.0,2
10021278,Online Purchase,9/1/17 0:00,1,549.0,1
1002131,Online Purchase,2/1/20 0:00,1,149.0,1
1002131,PAYMAYA SHOP,2/1/20 0:00,1,415.0,3
1002132,PAYMAYA SHOP,10/1/19 0:00,1,999.0,1
1002132,Bills Payment,10/1/19 0:00,1,2411.96,3
10021343,PAYMAYA SHOP,12/1/17 0:00,1,249.0,2
10021343,Online Purchase,12/1/17 0:00,1,647.0,3
10021365,ATM Withdrawal,6/1/19 0:00,1,10292.0,6
10021419,Instapay Sending,12/1/19 0:00,1,11000.0,3
1002145,Online Purchase,10/1/17 0:00,1,468.0,1
10021478,PAYMAYA SHOP,9/1/19 0:00,1,30.0,3
10021485,PAYMAYA SHOP,5/1/20 0:00,1,349.0,2
10021485,Bills Payment,5/1/20 0:00,1,510.0,1
1002149,PAYMAYA SHOP,7/1/20 0:00,1,20.0,1
10021496,PAYMAYA SHOP,11/1/18 0:00,1,145.0,4
10021496,Instapay Sending,11/1/18 0:00,1,350.0,1
10021499,Online Purchase,12/1/17 0:00,1,743.0,2
10021517,Pay with PayMaya,8/1/21 0:00,1,1390.0,2
1002153,P2P Sending,3/1/21 0:00,1,100000.0,10
1002153,PAYMAYA SHOP,3/1/21 0:00,1,310.0,4
10021538,PAYMAYA SHOP,7/1/21 0:00,0,297.0,3
10021570,Pay with PayMaya,2/1/20 0:00,1,999.0,1
10021577,Instapay Sending,5/1/17 0:00,1,2750.0,1
10021577,PAYMAYA SHOP,5/1/17 0:00,1,20.0,1
1002158,Online Purchase,11/1/19 0:00,1,15296.98,24
1002158,QR,11/1/19 0:00,1,7697.1,4
1002158,Bills Payment,11/1/19 0:00,1,3149.86,4
1002158,PAYMAYA SHOP,11/1/19 0:00,1,3948.0,6
1002158,P2P Sending,11/1/19 0:00,1,600.0,2
1002158,POS Purchase,11/1/19 0:00,1,5933.18,2
1002161,Instapay Sending,5/1/18 0:00,1,50.0,1
10021610,PAYMAYA SHOP,8/1/21 0:00,1,350.0,2
10021610,Bills Payment,8/1/21 0:00,1,1000.0,1
10021610,QR,8/1/21 0:00,1,7714.1,4
10021610,Instapay Sending,8/1/21 0:00,1,9500.0,7
10021612,QR,2/1/20 0:00,1,1993.6,2
10021612,Pay with PayMaya,2/1/20 0:00,1,259.0,1
10021612,Instapay Sending,2/1/20 0:00,1,97000.0,3
10021612,P2P Sending,2/1/20 0:00,1,23000.0,2
10021617,P2P Sending,4/1/18 0:00,1,2201.5,1
10021619,Pay with PayMaya,4/1/20 0:00,1,1523.0,1
10021619,PAYMAYA SHOP,4/1/20 0:00,1,90.0,3
10021634,Pay with PayMaya,11/1/19 0:00,1,1954.0,11
10021634,Instapay Sending,11/1/19 0:00,1,3090.0,6
10021634,PAYMAYA SHOP,11/1/19 0:00,1,1681.0,28
10021634,Online Purchase,11/1/19 0:00,1,1756.84,4
10021634,Bills Payment,11/1/19 0:00,1,2081.26,2
10021636,Instapay Sending,1/1/19 0:00,1,40.0,1
10021639,P2P Sending,4/1/20 0:00,1,20000.0,4
10021652,Online Purchase,11/1/19 0:00,1,748.0,2
10021652,Pay with PayMaya,11/1/19 0:00,1,1200.0,4
10021656,Bills Payment,2/1/20 0:00,1,1083.72,1
10021671,Bills Payment,3/1/18 0:00,1,238.0,1
10021681,P2P Sending,12/1/20 0:00,1,20.0,1
10021725,PAYMAYA SHOP,8/1/20 0:00,1,100.0,2
10021725,QR,8/1/20 0:00,1,399.0,1
1002176,PAYMAYA SHOP,12/1/18 0:00,1,25.0,2
10021769,Bills Payment,9/1/19 0:00,1,3299.0,1
10021769,PAYMAYA SHOP,9/1/19 0:00,1,50.0,1
1002178,P2P Sending,11/1/18 0:00,1,12800.0,9
1002178,P2P - Consumer to Negosyo Sending,11/1/18 0:00,1,70300.0,24
1002178,PAYMAYA SHOP,11/1/18 0:00,1,2650.0,7
1002179,Instapay Sending,10/1/18 0:00,1,185.0,1
10021796,PAYMAYA SHOP,9/1/19 0:00,1,100.0,4
1002180,Instapay Sending,8/1/21 0:00,1,5950.0,2
10021833,ATM Withdrawal,2/1/18 0:00,1,8916.0,1
10021833,P2P Sending,2/1/18 0:00,1,90.0,1
1002192,Bills Payment,5/1/17 0:00,1,512.0,1
10021939,Pay with PayMaya,1/1/21 0:00,0,458.0,1
10022046,P2P Sending,5/1/21 0:00,1,50.0,1
10022046,Instapay Sending,5/1/21 0:00,1,500.0,1
10022046,PAYMAYA SHOP,5/1/21 0:00,1,915.0,24
1002205,Instapay Sending,2/1/18 0:00,1,4600.0,1
10022060,Online Purchase,12/1/20 0:00,1,549.0,1
1002208,Bills Payment,8/1/21 0:00,0,6.0,1
10022094,ATM Withdrawal,7/1/18 0:00,1,4.0,2
10022152,ATM Withdrawal,6/1/21 0:00,1,6036.0,4
10022152,Bills Payment,6/1/21 0:00,1,675.82,1
10022152,Instapay Sending,6/1/21 0:00,1,2150.0,4
10022152,PAYMAYA SHOP,6/1/21 0:00,1,50.0,1
10022152,Online Purchase,6/1/21 0:00,1,677.0,3
10022152,P2P Sending,6/1/21 0:00,1,1000.0,1
10022168,Online Purchase,11/1/19 0:00,1,638.0,2
10022168,Pay with PayMaya,11/1/19 0:00,1,4337.0,1
10022168,PAYMAYA SHOP,11/1/19 0:00,1,406.0,5
10022240,PAYMAYA SHOP,6/1/20 0:00,1,100.0,1
10022240,P2P Sending,6/1/20 0:00,1,335.0,1
10022264,Instapay Sending,5/1/21 0:00,1,4900.0,1
10022264,PAYMAYA SHOP,5/1/21 0:00,1,147.5,3
10022280,P2P Sending,4/1/21 0:00,1,50000.0,10
10022283,Instapay Sending,10/1/20 0:00,1,4700.0,3
10022283,Pay with PayMaya,10/1/20 0:00,1,3749.0,28
10022283,PAYMAYA SHOP,10/1/20 0:00,1,570.0,5
10022315,PAYMAYA SHOP,5/1/21 0:00,1,300.0,1
10022324,Instapay Sending,4/1/20 0:00,1,49900.0,5
10022324,PAYMAYA SHOP,4/1/20 0:00,1,50.0,1
10022341,P2P Sending,8/1/19 0:00,1,999.02,1
10022349,Online Purchase,9/1/16 0:00,1,18897.14,14
10022349,P2P Sending,9/1/16 0:00,1,145.0,1
10022354,Instapay Sending,9/1/16 0:00,1,100.0,1
10022354,PAYMAYA SHOP,9/1/16 0:00,1,180.0,2
10022354,Bills Payment,9/1/16 0:00,1,2428.22,2
10022361,P2P Sending,3/1/20 0:00,1,4895.0,10
10022361,PAYMAYA SHOP,3/1/20 0:00,1,3592.0,60
1002238,Pay with PayMaya,8/1/18 0:00,1,26.0,1
10022410,PAYMAYA SHOP,12/1/20 0:00,1,50.0,1
10022420,Bills Payment,4/1/20 0:00,0,3089.2,2
10022432,QR,4/1/21 0:00,1,80.0,4
10022441,ATM Withdrawal,8/1/19 0:00,1,13558.0,5
10022441,PAYMAYA SHOP,8/1/19 0:00,1,50.0,4
10022494,Bills Payment,1/1/18 0:00,1,5992.04,3
10022494,Online Purchase,1/1/18 0:00,1,275.0,1
10022502,P2P - Consumer to Negosyo Sending,7/1/20 0:00,1,3500.0,4
10022570,P2P Sending,9/1/20 0:00,1,42530.0,24
10022571,Instapay Sending,12/1/18 0:00,1,24987.0,7
10022571,Online Purchase,12/1/18 0:00,1,1485.27,1
10022571,ATM Withdrawal,12/1/18 0:00,1,22054.0,4
10022584,PAYMAYA SHOP,4/1/19 0:00,1,300.0,1
10022584,Instapay Sending,4/1/19 0:00,1,2090.0,1
10022593,PAYMAYA SHOP,12/1/19 0:00,1,134.0,3
10022663,PAYMAYA SHOP,6/1/20 0:00,1,50.0,1
10022663,Instapay Sending,6/1/20 0:00,1,800.0,1
1002267,P2P - Consumer to Negosyo Sending,3/1/21 0:00,1,18030.0,6
10022684,P2P Sending,4/1/21 0:00,1,7000.0,1
10022707,P2P Sending,12/1/19 0:00,1,2000.0,2
10022707,ATM Withdrawal,12/1/19 0:00,1,4034.0,2
10022729,Pay with PayMaya,5/1/17 0:00,1,679.0,1
10022729,Online Purchase,5/1/17 0:00,1,549.8,3
10022743,Instapay Sending,7/1/20 0:00,1,5000.0,1
10022743,PAYMAYA SHOP,7/1/20 0:00,1,2252.0,49
10022749,Online Purchase,4/1/20 0:00,1,277.0,1
10022749,Bills Payment,4/1/20 0:00,1,10298.29,5
10022749,PAYMAYA SHOP,4/1/20 0:00,1,2779.0,28
10022749,Instapay Sending,4/1/20 0:00,1,19750.0,12
10022749,Pay with PayMaya,4/1/20 0:00,1,199.0,1
10022749,P2P Sending,4/1/20 0:00,1,160.0,1
10022749,QR,4/1/20 0:00,1,3069.75,1
10022759,PAYMAYA SHOP,4/1/18 0:00,1,99.0,1
