customer_number,use_case,registration_month,kyc_status,spend_volume,spend_transaction_count
10017532,Instapay Sending,3/1/19 0:00,1,2475.0,3
10017532,PAYMAYA SHOP,3/1/19 0:00,1,320.0,10
10017532,Online Purchase,3/1/19 0:00,1,1201.11,3
10017532,QR,3/1/19 0:00,1,4629.0,1
10017548,Pay with PayMaya,3/1/21 0:00,0,196.0,2
10017587,Bills Payment,10/1/19 0:00,1,1306.0,1
10017587,PAYMAYA SHOP,10/1/19 0:00,1,640.0,12
10017587,Instapay Sending,10/1/19 0:00,1,1000.0,1
10017587,Pay with PayMaya,10/1/19 0:00,1,19.0,1
10017597,ATM Withdrawal,7/1/19 0:00,1,9090.0,5
